GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
ROBBERY BY ASSAULT            ,Robbery,18-Oct-15,700 TRINITY ST                                                                                      ,8-Dec-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,28-Jun-15,6600 FM 969 RD                                                                                      ,15-Jul-15,78724.0
THEFT                         ,Theft,5-May-15,3401 REDBUD TRL                                                                                     ,12-May-15,78746.0
THEFT                         ,Theft,28-Jan-15,9401 N IH 35 NB                                                                                     ,30-Jan-15,78753.0
BURGLARY OF VEHICLE           ,Theft,26-May-15,304 E 7TH ST                                                                                        ,26-May-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,29-Jan-15,12707 N MOPAC EXPY NB                                                                               ,26-Aug-15,78727.0
BURGLARY OF VEHICLE           ,Theft,15-Jan-15,12433 GRANTON CV                                                                                    ,20-Jan-15,78653.0
BURGLARY OF RESIDENCE         ,Burglary,4-Mar-15,12911 COVINGTON TRL                                                                                 ,13-May-15,78727.0
THEFT BY SHOPLIFTING          ,Theft,20-Jun-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,,78746.0
THEFT                         ,Theft,23-Nov-15,9036 N LAMAR BLVD                                                                                   ,25-Nov-15,78758.0
AGG ASSAULT                   ,Agg Assault,10-Sep-15,11952 SUNHILLOW BND                                                                                 ,,78758.0
THEFT                         ,Theft,29-Sep-15,6201 DOVE CT                                                                                        ,29-Sep-15,78744.0
BURGLARY OF VEHICLE           ,Theft,29-Mar-15,1300 E CESAR CHAVEZ ST                                                                              ,30-Mar-15,78702.0
THEFT                         ,Theft,9-Dec-15,6113 ATWOOD ST                                                                                      ,16-Dec-15,78741.0
BURGLARY OF RESIDENCE         ,Burglary,9-Jan-15,7101 THANNAS WAY                                                                                    ,17-Feb-15,78744.0
THEFT OF METAL                ,Theft,28-Apr-15,1500 W BEN WHITE BLVD SVRD WB                                                                       ,1-May-15,78704.0
AUTO THEFT                    ,Auto Theft,16-Feb-15,4017 VICTORY DR                                                                                     ,17-Feb-15,78704.0
THEFT BY SHOPLIFTING          ,Theft,6-Feb-15,1030 NORWOOD PARK BLVD                                                                              ,1-Mar-15,78753.0
THEFT                         ,Theft,18-Jan-15,2212 SWEET CLOVER DR                                                                                ,23-Apr-15,78745.0
THEFT FROM BUILDING           ,Theft,26-Mar-15,8134 MESA DR                                                                                        ,15-Apr-15,78759.0
BURGLARY OF VEHICLE           ,Theft,28-Jan-15,3014 W WILLIAM CANNON DR                                                                            ,30-Jan-15,78745.0
BURGLARY OF VEHICLE           ,Theft,31-Dec-15,1800 E STASSNEY LN                                                                                  ,4-Jan-16,78744.0
THEFT BY SHOPLIFTING          ,Theft,26-Jun-15,7844 BURNET RD                                                                                      ,29-Jun-15,78757.0
BURGLARY OF VEHICLE           ,Theft,8-Aug-15,12820 N LAMAR BLVD                                                                                  ,11-Aug-15,78753.0
BURGLARY OF VEHICLE           ,Theft,14-Jan-15,11108 BLISSFIELD CV                                                                                 ,15-Jan-15,78739.0
BURGLARY NON RESIDENCE        ,Burglary,22-May-15,1510 WEYFORD DR                                                                                     ,1-Jul-15,78757.0
BURGLARY OF VEHICLE           ,Theft,17-Jul-15,3755 S CAPITAL OF TEXAS HWY NB                                                                      ,18-Jul-15,78704.0
BURGLARY OF RESIDENCE         ,Burglary,31-Aug-15,2800 DEL CURTO RD                                                                                   ,4-Sep-15,78704.0
THEFT                         ,Theft,9-Aug-15,11113 RESEARCH BLVD NB                                                                              ,14-Aug-15,78759.0
BURGLARY OF VEHICLE           ,Theft,11-Mar-15,1200 BROADMOOR DR                                                                                   ,9-Apr-15,78723.0
THEFT                         ,Theft,19-Sep-15,5212 MARTIN AVE                                                                                     ,23-Sep-15,78751.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,16-Jun-15,7110 SHADYWOOD DR                                                                                   ,17-Jun-15,78745.0
BURGLARY OF VEHICLE           ,Theft,27-Sep-15,907 W SLAUGHTER LN                                                                                  ,28-Sep-15,78748.0
THEFT                         ,Theft,26-Oct-15,421 W 3RD ST                                                                                        ,24-Nov-15,78701.0
THEFT FROM PERSON             ,Theft,21-Aug-15,2222 E OLTORF ST                                                                                    ,3-Sep-15,78741.0
BURGLARY OF VEHICLE           ,Theft,11-Apr-15,2215 RIO GRANDE ST                                                                                  ,13-Apr-15,78705.0
THEFT                         ,Theft,19-Feb-15,1711 RUTLAND DR                                                                                     ,7-Apr-15,78758.0
AGG ASSAULT                   ,Agg Assault,5-Feb-15,1100 RED RIVER ST                                                                                   ,10-Feb-15,78701.0
BURGLARY OF VEHICLE           ,Theft,18-Nov-15,501 WALLER ST                                                                                       ,20-Nov-15,78702.0
BURGLARY OF VEHICLE           ,Theft,4-Mar-15,1156 CHESTNUT AVE                                                                                   ,9-Mar-15,78702.0
BURGLARY OF VEHICLE           ,Theft,19-Jun-15,11015 CALLE VERDE DR                                                                                ,6-Jul-15,78759.0
