GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT                         ,Theft,7-Mar-16,2212 PEARL ST                                                                                       ,21-Mar-16,78705.0
AUTO THEFT                    ,Auto Theft,25-Aug-16,3706 GOODWIN AVE                                                                                    ,15-Sep-16,78721.0
THEFT                         ,Theft,26-Aug-16,4504 LITTLE HILL CIR                                                                                ,17-Oct-16,78725.0
BURGLARY OF VEHICLE           ,Theft,2-Apr-16,6001 MIDDLE FISKVILLE RD                                                                            ,5-Apr-16,78752.0
THEFT BY SHOPLIFTING          ,Theft,18-Mar-16,10107 RESEARCH BLVD SVRD NB                                                                         ,18-Mar-16,78759.0
AUTO THEFT                    ,Auto Theft,24-Nov-16,900 W 9TH ST                                                                                        ,4-Dec-16,78701.0
BURGLARY NON RESIDENCE        ,Burglary,9-Apr-16,8801 WEST GATE BLVD                                                                                 ,7-Sep-16,78745.0
THEFT OF LICENSE PLATE        ,Theft,4-Apr-16,11400 BASTIAN CV                                                                                    ,8-Apr-16,78739.0
BURGLARY OF VEHICLE           ,Theft,6-May-16,1600 WICKERSHAM LN                                                                                  ,4-Jun-16,78741.0
BURGLARY OF RESIDENCE         ,Burglary,18-May-16,1300 CROSSING PL                                                                                    ,26-May-16,78741.0
THEFT FROM BUILDING           ,Theft,4-Feb-16,1819 S PLEASANT VALLEY RD                                                                           ,8-Mar-16,78741.0
ROBBERY BY ASSAULT            ,Robbery,31-Oct-16,1700 BURTON DR                                                                                      ,29-Nov-16,78741.0
THEFT                         ,Theft,18-Nov-16,6601 RIALTO BLVD                                                                                    ,18-Nov-16,78735.0
THEFT BY SHOPLIFTING          ,Theft,23-May-16,1000 E 41ST ST                                                                                      ,31-May-16,78751.0
THEFT BY SHOPLIFTING          ,Theft,24-Dec-16,3600 S IH 35 SVRD SB                                                                                ,24-Dec-16,78704.0
BURGLARY OF VEHICLE           ,Theft,20-Dec-16,5343 BURNET RD                                                                                      ,6-Jan-17,78756.0
THEFT BY SHOPLIFTING          ,Theft,17-Oct-16,6305 CAMERON RD                                                                                     ,17-Oct-16,78723.0
THEFT                         ,Theft,19-Dec-16,1616 E 3RD ST                                                                                       ,30-Dec-16,78702.0
THEFT                         ,Theft,1-Nov-16,2121 E OLTORF ST                                                                                    ,6-Feb-17,78741.0
BURGLARY OF VEHICLE           ,Theft,30-Jun-16,909 W 23RD ST                                                                                       ,1-Aug-16,78705.0
BURGLARY OF VEHICLE           ,Theft,3-May-16,11410 PYRENEESE DR                                                                                  ,11-May-16,78759.0
BURGLARY OF VEHICLE           ,Theft,13-Aug-16,2121 E OLTORF ST                                                                                    ,8-Dec-16,78741.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,18-Jun-16,4500 E OLTORF ST                                                                                    ,23-Jun-16,78741.0
THEFT                         ,Theft,22-Sep-16,8585 SPICEWOOD SPRINGS RD                                                                           ,28-Sep-16,78750.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,23-Jan-16,2425 E RIVERSIDE DR                                                                                 ,27-Jan-16,78741.0
AUTO THEFT                    ,Auto Theft,5-May-16,150O E RIVERSIDE DR                                                                                 ,8-May-16,78704.0
SEXUAL ASSAULT W/ OBJECT      ,Rape,20-Dec-16,,17-Jan-17,78741.0
THEFT                         ,Theft,17-Jan-16,1201 W 38TH ST                                                                                      ,21-Jan-16,78705.0
BREACH OF COMPUTER SECURITY   ,Theft,17-Jul-16,1000 E 5TH ST                                                                                       ,8-Aug-16,78702.0
THEFT                         ,Theft,24-Dec-16,1000 E 41ST ST                                                                                      ,24-Dec-16,78751.0
AUTO THEFT                    ,Auto Theft,17-Nov-16,2900 N IH 35 SVRD SB                                                                                ,22-Nov-16,78705.0
AUTO THEFT                    ,Auto Theft,2-Nov-16,1411 MELISSA OAKS LN                                                                                ,4-Nov-16,78744.0
THEFT BY SHOPLIFTING          ,Theft,23-Jun-16,8601 RESEARCH BLVD SVRD NB                                                                          ,17-Jan-17,78758.0
THEFT FROM PERSON             ,Theft,25-Jun-16,115 E 6TH ST                                                                                        ,6-Jul-16,78701.0
BURGLARY NON RESIDENCE        ,Burglary,17-Feb-16,5002 PECAN SPRINGS RD                                                                               ,28-Feb-16,78723.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,7-Nov-16,909 MARKHAM LN                                                                                      ,7-Nov-16,78753.0
THEFT OF BICYCLE              ,Theft,25-Apr-16,BRAZOS ST / E 5TH ST                                                                                ,27-Apr-16,78701.0
THEFT BY SHOPLIFTING          ,Theft,1-Aug-16,1000 E 41ST ST                                                                                      ,1-Aug-16,78751.0
BURGLARY OF VEHICLE           ,Theft,26-Sep-16,2222 RIO GRANDE ST                                                                                  ,26-Oct-16,78705.0
THEFT                         ,Theft,1-Aug-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,3-Aug-16,78746.0
BURGLARY OF VEHICLE           ,Theft,30-Nov-16,905 BIRD CREEK DR                                                                                   ,30-Nov-16,78758.0
BURGLARY NON RESIDENCE        ,Burglary,22-Jan-16,5112 S 1ST ST                                                                                       ,27-Jan-16,78745.0
THEFT BY SHOPLIFTING          ,Theft,19-Oct-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,21-Oct-16,78746.0
THEFT BY SHOPLIFTING          ,Theft,25-Jul-16,13609 N IH 35 SVRD NB                                                                               ,28-Jul-16,78753.0
BURGLARY OF VEHICLE           ,Theft,19-Aug-16,3600 LYONS RD                                                                                       ,10-Sep-16,78702.0
