Offense_Description,Report_Date,Full Address,Zip
Theft: BOV,01/06/2014 12:00:00 AM,2915 AFTONSHIRE WAY                                                                                 ,78748
Theft: Auto Theft,05/25/2014 12:00:00 AM,1200 BARBARA JORDAN BLVD                                                                            ,78723
Theft: Shoplifting,02/08/2014 12:00:00 AM,12351 N IH 35 SVRD NB                                                                               ,78753
Theft: All Other Larceny,07/06/2014 12:00:00 AM,709 LAMAR PL                                                                                        ,78752
Theft: All Other Larceny,09/14/2014 12:00:00 AM,2701 E 7TH ST                                                                                       ,78702
Theft: All Other Larceny,03/10/2014 12:00:00 AM,325 E 6TH ST                                                                                        ,78701
Theft: All Other Larceny,06/06/2014 12:00:00 AM,8222 N LAMAR BLVD                                                                                   ,78758
Robbery,11/08/2014 12:00:00 AM,1708 WHELESS LN                                                                                     ,78723
Theft: Shoplifting,12/01/2014 12:00:00 AM,12900 N IH 35 SVRD SB                                                                               ,78753
Theft: Shoplifting,08/12/2014 12:00:00 AM,6001 AIRPORT BLVD                                                                                   ,78752
Burglary: Breaking & Entering,02/28/2014 12:00:00 AM,3218 GILBERT ST                                                                                     ,78703
Burglary: Breaking & Entering,06/29/2014 12:00:00 AM,4700 E RIVERSIDE DR                                                                                 ,78741
Theft: Auto Theft,04/24/2014 12:00:00 AM,N IH 35 SVRD NB / E BRAKER LN                                                                       ,78753
Theft: BOV,04/29/2014 12:00:00 AM,10225 RESEARCH BLVD NB                                                                              ,78759
Aggravated Assault,09/21/2014 12:00:00 AM,6515 S IH 35 SVRD NB                                                                                ,78744
Theft: All Other Larceny,04/14/2014 12:00:00 AM,6111 E US 290 HWY EB                                                                                ,78723
Burglary: Breaking & Entering,08/07/2014 12:00:00 AM,507 W 46TH ST                                                                                       ,78751
Theft: BOV,10/15/2014 12:00:00 AM,11023 PECAN PARK BLVD                                                                               ,78613
Burglary: Breaking & Entering,03/02/2014 12:00:00 AM,4702 OAKMONT BLVD                                                                                   ,78731
Theft: Shoplifting,05/16/2014 12:00:00 AM,2525 W ANDERSON LN                                                                                  ,78757
Theft: BOV,05/05/2014 12:00:00 AM,5100 W US 290 HWY WB                                                                                ,78735
Burglary: Breaking & Entering,07/29/2014 12:00:00 AM,1609 GLENCREST DR                                                                                   ,78723
Theft: All Other Larceny,01/04/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746
Theft: BOV,01/21/2014 12:00:00 AM,12400 N IH 35 SVRD SB                                                                               ,78753
